disposition,period,duration,depth,radius,equilibrium_t,insolation,stellar_temp,stellar_radius,stellar_logg,midpoint,ra,dec,magnitude,distance,label
FP,1.17409,1.701,3680.0,49.6799,3798.0,34547.8,8242.0,3.67,3.61,2458438.29916,78.778396,-15.100464,9.1414,547.126,0
FP,3.3513304,2.739,400.0,17.7728,1155.0,295.994,4886.0,8.71,4.33418,2459358.397242,220.350188,-33.950483,7.6581,290.313,0
PC,2.9034242,2.154,860.0,6.62177,1351.0,554.218,5992.0,2.25,3.77,2459360.395379,231.248546,-40.216633,10.1952,346.327,1
FP,5.4468377,3.303,842.0,4.39864,1396.0,631.423,6793.0,1.68,4.15,2460061.842391,209.699173,-40.619073,9.783,269.304,0
PC,8.9021443,1.7633959,1427.9681446,9.954598,1260.8869541,597.3455143,6606.0,1.7521,4.09,2459338.908839,229.730951,-44.500399,9.326,212.956,1
PC,8.2197647,1.673,1040.0,7.65998,806.0,70.2704,6657.0,2.12,3.93,2459358.587889,219.476976,-46.285122,10.2591,398.085,1
FP,4.5006638,4.588,2110.0,14.2378,3520.0,25501.0,8933.0,1.48,4.45175,2459351.741023,199.734195,-62.974419,11.5124,636.157,0
CP,16.3363665,1.9933922,3884.6785375,2.0492403,290.9398052,1.6932987,3365.0,0.326568,4.89744,2459335.573188,206.107013,-40.337351,11.0196,22.5455,2
FP,2.2887763,4.8634851,1890.6463423,2.8057654,805.0445873,99.2660496,3953.0,0.617703,4.6489,2459307.924432,164.289787,-69.979379,11.1567,65.1329,0
FP,1.2540806,1.3435517,66025.099426,10.3493319,746.8996014,73.5478383,3455.0,0.399724,4.82691,2459333.969005,212.92874,-29.973981,14.0644,123.032,0
KP,4.3888516,3.0184015,24964.547823,13.8994523,949.6785627,192.2328216,5175.0,0.877856,4.46488,2459198.519993,80.538242,-30.970818,12.8461,362.273,2
PC,2.6680587,2.978,580.0,3.45609,1771.0,1634.14,6406.0,1.44,4.23,2459330.281814,175.66163,-40.060512,10.0116,231.084,1
CP,5.538329,2.2263888,1407.1118648,2.2721409,585.0169701,27.6818339,3883.0,0.598175,4.65275,2458654.532426,324.38942,-77.979147,11.0318,61.5204,2
CP,10.6886084,2.6672245,1501.1726341,2.4642245,469.8807571,11.5205083,3883.0,0.598175,4.65275,2458659.348023,324.38942,-77.979147,11.0318,61.5204,2
PC,11.5418525,2.9492981,415.9874628,1.8822681,791.2917217,92.6547078,6112.0,0.901955,4.5884,2458411.639191,101.830564,-56.617503,11.255,242.572,1
PC,731.4808779,14.7095051,244.9088772,3.2537107,290.8264482,1.6906613,5854.0,2.0546,3.83792,2458507.586416,69.651026,-61.343471,9.4826,232.265,1
PC,12.8910022,4.0905287,15119.3900089,2.3547529,2005.9611934,3826.582755,31000.0,0.18,5.59962,2458657.983826,298.438373,-69.852102,14.752,983.721,1
FP,3.9077116,9.5278364,599.6319099,1.5722799,679.4921442,50.3800695,3917.0,0.64011,4.61771,2458494.060524,86.01889,-66.359097,12.4375,130.457,0
PC,35.3573239,6.8669784,617.495317,4.0299536,831.4184898,112.9275005,7607.0,1.56285,4.31008,2458449.129982,84.193559,-24.031219,8.83419,195.126,1
PC,602.2450921,9.0912461,220.3440139,2.8742544,304.6652609,2.036164,6128.0,1.8626699,3.96225,2458507.657689,83.90994,-57.13863,8.3987,136.786,1
PC,749.1605231,4.9894211,1750.9801691,2.343896,109.0750517,0.033452,3851.0,0.558169,4.71539,2458355.68965,0.129574,-26.231082,11.7463,72.4603,1
PC,3.352907,2.3906731,4205.1961016,5.2933196,753.6642219,76.2487269,3978.0,0.672832,4.438,2458411.844766,59.410574,-25.189938,12.9383,165.285,1
PC,4.8759656,3.3372737,154.830677,1.4450569,1168.2220295,440.1721572,5937.0,1.1487499,4.35104,2458328.385359,32.883907,-76.107434,8.9504,103.01,1
PC,20.1459438,4.4706494,575.5886941,2.4401617,588.5264649,28.3520842,5303.0,0.888701,4.4996,2458362.731781,61.759269,-58.151013,11.0155,169.402,1
PC,11.8918633,4.78248,362.6899452,1.692303,695.1290314,55.1801287,5461.0,0.834552,4.57288,2458333.456166,346.832823,-60.084972,9.3391,78.6946,1
PC,718.1809317,2.9233151,973.6269156,1.3653089,206.6824792,0.4312565,3614.0,0.425623,4.80335,2458427.019739,48.583356,-34.032804,10.3347,25.1426,1
PC,10.6306165,1.8847446,775.4826057,2.7943472,806.8992976,100.1839963,5737.0,0.969791,4.47544,2458417.574247,32.671165,-0.678884,10.1075,140.228,1
PC,4.1164112500000005,12.2281537,186.2920833,3.0678483,290.577919,1.6848896,5423.0,2.1748199,3.73635,2458507.585878,98.143838,-55.648969,7.2298,76.6142,1
PC,579.6472035,4.0952456,564.4270183,4.054669,306.4736219,2.0849393,6855.0,1.5925601,4.20414,2458538.746544,83.995969,-63.926388,9.2546,204.982,1
FP,1.8141215,4.6006154,129.4041201,1.3180464,1578.8585471,1468.5674284,5789.58,1.12713,4.35115,2458327.104401,106.913225,-66.406577,10.5385,189.148,0
PC,97.6087634,5.5654641,658.8471408,2.3777411,347.8145617,3.4586932,5830.0,0.823673,4.57203,2458388.764324,344.124307,-76.797679,8.9077,66.1798,1
FP,2.4360845,2.495,350.0,2.46916,1749.0,1556.22,6529.0,1.32,4.33,2459330.394075,149.731452,-53.301515,9.5115,177.018,0
FP,1.8756,0.989,5666.3,10.504179950000001,642.971466,40.3912973,3549.7,1.23,4.87,2458411.70271,61.639511,-25.094117,13.0734,77.5383,0
PC,3.0749507,1.2179384,1979.2841401,1.6050039,481.4467281,12.6973754,3246.0,0.308247,4.91671,2458328.291306,21.71927,-68.634522,12.747,43.2301,1
PC,741.4238314,5.2389454,503.5494079,2.776093,225.5133746,0.6112378,5944.0,1.22039,4.30249,2458520.648063,141.347664,-15.922146,8.6661,98.2063,1
PC,7.5480709,4.9550247,239.8900935,2.6024598,1271.9314814,618.5515054,6688.0,1.57319,4.19679,2458470.495852,106.396137,-51.38399,8.4592,135.183,1
PC,2.118659,1.5585526,664.8120556,1.8325534,884.7099373,144.785351,4002.0,0.69132,4.5511,2458412.27724,37.110555,-12.549363,11.2473,77.7751,1
PC,5.4240691,1.6875037,1766.8589296,2.093707,487.360439,13.3328224,3500.0,0.465777,4.76752,2458439.340243,80.066927,-4.239248,11.3993,43.9662,1
PC,3.3784364,2.165,1232.0,5.0917,1483.0,803.224,6311.0,1.41,4.23,2460093.008961,231.955685,-56.319054,10.3593,253.221,1
PC,2.6374449,1.661,495.0,4.35478,1123.0,264.845,5355.0,1.96,3.82,2460092.634307,180.29815,-67.760233,10.1441,245.444,1
PC,2.5025812,2.771,807.0,4.90076,2671.0,8453.85,5603.0,0.91,4.49875,2460091.74954,202.167147,-61.83472,9.462,87.7559,1
FP,4.4518604,2.8339358,3558.2211894,34.0312942,3265.5835844,26875.974397,8353.8,3.60934,4.1,2459337.012838,202.652035,-61.218031,10.0199,882.905,0
PC,13.576858,4.628,263.0,3.5804,1090.0,234.695,6730.0,2.5,3.8,2460172.848858,100.58781,-58.18322,9.329001,311.844,1
KP,2.7439029,1.503168,13852.3979585,11.9292388,1067.0824537,306.4170427,4860.0,0.885702,4.438,2459197.575826,84.326756,-27.972576,13.5452,446.035,2
PC,2.5610662,4.338,170.0,2.3454,2074.0,3075.23,6161.0,1.9,3.95,2459330.970789,201.461155,-16.428176,9.32312,211.98,1
PC,1.0604139,2.084,1050.0,4.5487,2239.0,4172.86,5801.2,1.62,4.22,2459359.873486,186.900833,-60.163329,10.2089,261.247,1
PC,3.2751914,2.439,827.0,2.81574,1175.80398775,457.343,5496.0,1.03,4.33418,2460089.735837,218.855499,-76.214095,10.4286,150.664,1
PC,5.9422824,1.911,1160.0,5.90656,1165.0,306.797,7217.6,1.63,4.11,2460089.108718,203.175914,-65.241367,9.8459,302.514,1
PC,13.2689495,2.8,770.0,7.74981,1186.0,328.707,9635.0,2.85,3.92,2459343.366967,180.433197,-61.954742,10.1908,795.894,1
FP,5.9685742,2.059,340.0,6.64236,1582.0,1041.97,10390.0,3.44,3.79,2459379.13132,206.77501,-70.50753,9.4128,689.355,0
PC,1.6089592,2.58,320.0,4.49321,2347.0,5042.03,7029.0,2.42,3.86,2459359.388606,223.305502,-50.796242,10.2973,454.074,1
CP,4.3780194,8.4203321,1604.3825129,14.3632742,1162.0764027,430.9825946,4913.0,3.41348,4.33418,2459337.638207,164.932471,-82.22135,10.7934,455.82,2
PC,1.0690665,1.4807714,2898.6037459,9.4235411,1922.9650992,3231.5182291,5930.0,1.13442,4.36195,2459362.616226,20.278556,-85.590652,11.7993,355.943,1
CP,3.2535266,5.1881112,6160.5328004,16.5212632,1869.3790626,2886.0941768,6368.0,2.06072,3.91383,2459363.369002,252.047881,-32.433753,11.8994,645.158,2
PC,5.8123508,2.200213,957.5741671,2.8132678,831.7839537,113.1261881,5210.8,0.796856,4.58,2458441.048516,56.504694,9.990299,9.4464,72.4646,1
PC,1.3290008,1.7795322,2087.9113778,10.504179950000001,1657.8058809,1785.0718666,5780.0,1.23,4.438,2459362.799086,252.281636,-54.20468,11.2211,370.553,1
PC,1.4974223,2.2238426,39324.5082012,16.7115651,1375.7109888,846.5055834,5377.0,0.841058,4.5569,2459362.92619,263.167427,-64.352997,12.2907,289.745,1
PC,10.6895417,3.6496675,643.3958437,3.7848,1044.7493296,281.558995,6255.0,1.45476,4.19885,2459363.823865,266.167558,-44.24599,9.3397,164.406,1
FP,3.0421334,1.5964685,2054.3050277,16.8899988,2109.0001921,4675.4937303,5715.4,2.40325,3.92,2459363.498874,258.918826,-79.648182,9.8062,335.446,0
PC,14.3171998,5.454,1649.0,6.37558,1326.0,513.65,7596.0,1.61,4.27063,2460070.251938,223.193604,-68.666543,9.657,283.585,1
PC,9.2172172,7.3550279,2470.4394385,14.1810894,1602.074328,1556.8674784,6840.0,2.7639699,3.72526,2459369.101784,268.198087,-45.082806,10.6163,612.688,1
PC,2.0134389,1.211,821.0,5.85423,1657.0,1252.91,8127.0,1.75,4.24828,2460122.32263,246.621368,-63.457879,9.7688,351.087,1
PC,3.562038,6.1241184,4495.4158742,16.7501675,2106.5845241,4654.1090944,7042.0,2.42923,3.85746,2459364.141922,266.746645,-47.208394,10.8267,631.098,1
PC,4.4742339,2.7863202,3061.515714,5.7449202,1041.2520477,277.8078259,5225.05,1.04312,4.35079,2459364.302212,302.582047,-78.726156,12.0996,284.225,1
KP,3.85589,3.9555399,9747.6035597,14.5222913,1455.975026,1062.0298035,6244.5,1.43256,4.21,2459175.599762,75.299664,-26.054144,11.7231,488.66,2
PC,4.3954444,1.602,1622.0,10.504179950000001,927.0,122.602,5095.6,1.23,4.33418,2460117.072051,262.647539,-52.336729,9.4148,370.553,1
PC,5.2910096,4.122,1670.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2459377.163409,236.069274,-54.320889,7.301,162.338,1
PC,3.9693722,2.005,570.0,6.3435,1600.0,1088.68,7030.0,2.43,3.86,2459379.961551,241.778637,-55.768002,9.2752,307.139,1
PC,2.2676081,1.671,880.0,6.4197,1344.0,541.948,5958.0,2.0,3.87,2459386.167504,264.977797,-31.010482,10.4708,359.343,1
FP,1.491916,2.3336552,1474.3347879,26.399811,4861.4979242,132008.3553386,9747.0,4.42729,3.54,2460069.037538,239.561368,-65.084504,10.3355,1337.35,0
PC,3.7590079,3.304,869.0,7.61924,2089.0,3166.13,9505.0,3.13,3.83,2460119.138338,262.519987,-42.456376,9.087,483.206,1
FP,7.4398211,3.068,1362.0,5.48138,1272.0,435.566,5822.0,1.45,4.14,2460120.660517,256.820009,-66.127056,10.0288,205.112,0
FP,2.6646183,4.135,840.0,4.25649,3750.0,32848.2,11526.0,1.52,4.56,2459385.728999,265.109377,-32.124087,10.4304,458.16,0
CP,7.7121208,2.4343481,728.4849109,3.004038,981.4576128,219.2841258,5985.4,1.08958,4.4,2459037.871491,287.741144,-60.272636,7.7582,58.5146,2
FP,1.0817,1.588,341.533,2.07554,1796.6880123,2462.7009749,5759.2,1.02,4.45,2458439.13519,82.245986,-17.429564,7.6818,49.3375,0
PC,7.0642486,3.6816469,11469.7564374,19.7963184,1190.1619021,474.1821245,5478.8,1.63563,4.4,2459038.949915,317.159425,-55.56516,11.943,534.436,1
PC,0.450264,1.1871566,331.3974583,1.7032799,2118.717907,4762.264913,5366.0,0.898718,4.49884,2459116.209945,43.136576,-30.206588,11.0876,180.524,1
PC,3.6989939,3.1680872,198.9402668,1.6399568,1262.4182224,600.2525597,5811.0,1.15018,4.33357,2458355.49119,53.504784,-54.36679,9.8429,151.543,1
PC,4.4620528,4.3381703,289.9548667,3.0395927,1456.0031408,1062.111837,5515.2,1.72395,3.91,2459036.762645,90.71014,-55.532931,10.7888,339.264,1
PC,39.6251926,2.0275642,4527.8284055,17.70843,673.1703229,48.5311797,5869.0,1.56795,4.07271,2459248.473551,123.724987,-57.433076,10.7108,286.115,1
PC,5.9214231,2.2680522,1221.9430373,2.8781652,671.8651016,48.1558813,4361.0,0.687025,4.59663,2459039.641828,101.595337,-75.444127,12.3813,155.501,1
PC,1.0929203,1.5258481,377.4316425,1.3599954,1180.0342431,458.2468016,4361.0,0.687025,4.59663,2459036.823688,101.595337,-75.444127,12.3813,155.501,1
CP,30.083503,3.9858103,5439.2108279,12.1275255,703.8608065,58.0053608,5906.5,1.41293,4.16721,2459064.11893,18.048516,-56.925387,10.5663,261.834,2
PC,7.1366507,2.1906434,768.4493836,3.3078706,921.6187961,170.5007507,5559.0,1.01775,4.41401,2459089.90229,50.21978,-56.071719,10.9015,199.286,1
PC,2.054238,1.2287948,1994.0593535,3.5135858,937.7646859,182.7664593,4389.0,0.655595,4.64365,2459036.341758,93.180626,-57.314409,13.2896,234.682,1
PC,92.4918048,6.8943594,11487.575281,7.7703331,305.0532485,2.0465559,4930.5,0.732008,4.33418,2459076.347685,81.818658,-54.946098,11.8911,179.419,1
FP,2.87436,1.901,2490.41,7.91346,1865.0,2011.82,6805.0,1.44,4.26,2458440.19448,74.472782,-13.703709,9.19901,183.952,0
PC,26.0179101,4.5258048,766.5356589,2.5512622,577.1880843,26.2295252,5489.0,0.913252,4.44576,2458335.665026,44.396282,-66.512498,10.5978,162.42,1
KP,13.7748361,4.454,309.0,2.67656,912.0,114.929,6266.98,1.47,4.19069,2460236.627901,126.896827,11.667413,9.15722,160.125,2
FP,2.0340967,3.397,1283.0,6.38274,2299.0,4644.28,6849.0,2.05,3.99,2460119.031104,249.808328,-52.099838,10.2956,389.597,0
PC,4.4719937,2.619,170.0,1.08366,1065.0,214.229,5364.0,0.89,4.5,2460118.517186,97.227889,-73.326667,9.6256,92.9715,1
FP,1.8697825,2.721,2940.0,10.504179950000001,1175.80398775,355.909,5788.7,1.23,4.33418,2459385.39488,267.475228,-37.531317,10.3147,370.553,0
PC,9.3305377,5.232,5610.0,15.2895,1158.0,299.515,6238.0,1.96,3.94,2459378.525751,251.780014,-39.947307,9.5378,236.604,1
PC,5.2574854,2.05,1250.0,2.88855,804.0,69.4717,4846.0,0.76,4.57,2459382.714035,244.467204,-54.166478,9.3456,56.8503,1
PC,7.6247217,1.972,813.0,2.26441,711.0,42.4746,5343.0,0.82,4.58,2460120.337143,273.846341,-68.595252,10.0819,101.606,1
PC,25.7086236,3.831,1430.0,2.81726,531.0,13.2098,5343.0,0.82,4.58,2460108.646864,273.846341,-68.595252,10.0819,101.606,1
PC,16.155134,3.528,590.0,2.42196,696.0,39.0235,5785.0,1.01,4.45,2459365.246873,288.488957,-76.089319,10.3468,163.32,1
CP,4.0520368,1.5605128,5512.4033193,4.9523134,635.4908204,38.5441194,3779.0,0.607751,4.64,2459196.115341,64.190221,-12.084864,10.7329,52.616,2
PC,4.7259317,2.7740362,6309.6615331,16.7543131,1543.7606642,1342.2730931,6203.0,1.85891,3.98,2459363.151122,246.799613,-69.344037,9.550201,230.661,1
FP,21.7004042,9.415,406.0,3.16777,1078.0,224.371,5788.7,1.78,4.22,2460151.66684,84.237192,-75.611421,10.4078,300.427,0
PC,4.90826,4.324,8881.0,15.7889,2317.0,4791.11,7995.0,1.83,4.2,2460119.519989,270.051173,-31.608593,9.944,359.619,1
FP,1.3875331,2.679,952.0,3.16086,2998.0,13423.0,5678.0,1.14,4.33,2460123.887716,252.03108,-56.686774,10.4425,182.238,0
PC,17.7424733,3.082,880.0,2.00179,527.0,12.8216,4926.2,0.69,4.67,2459383.797001,268.24441,-48.563082,9.8496,67.266,1
PC,5.412802,4.5898431,5278.1957566,11.0171044,1346.375787,776.5799485,6468.0,1.47364,4.22,2460100.181,264.841449,-35.391821,9.3777,175.367,1
KP,3.905126,2.9136919,23549.9259888,14.5499431,1061.5900983,300.1569738,5381.0,0.947475,4.45342,2459422.126663,294.865467,46.285813,14.5787,914.699,2
PC,4.6182631,2.7008637,20287.618268,13.3976162,964.8475089,204.8121523,5328.0,0.889218,4.50337,2459940.464211,135.049261,72.147747,11.3427,198.251,1
KP,1.8555745,2.3121742,10888.0377261,14.8951809,1721.8944712,2077.5291591,5651.75,1.40959,4.13988,2459770.501306,294.513246,45.981645,13.9174,1093.08,2
PC,3.4505658,3.0397698,15044.6453237,12.8140087,1163.188716,432.6350726,5402.0,1.04301,4.37462,2459939.613796,225.589638,70.949594,12.7714,461.898,1
KP,3.3106692,3.7033867,9189.7342523,13.382013,1455.8120076,1061.5542425,6030.0,1.3514301,4.22,2459174.840517,71.824435,-17.115174,12.0682,516.543,2
PC,6.6363577,6.385,7470.0,12.2701,1345.0,543.643,5490.0,1.46,4.09312,2459884.031242,286.680147,78.579143,12.8668,665.068,1
KP,4.8854844,5.2333985,7009.1394983,18.1759557,1576.376555,1459.3547301,5974.0,2.0812199,3.84282,2459422.843797,288.581493,41.089734,12.4532,922.562,2
PC,3.0413391,1.5149962,27645.4859583,25.3471107,961.0799713,201.6318379,4034.0,1.02777,4.21431,2459771.229475,271.308219,47.911223,12.5386,209.435,1
FP,0.9023951,1.6045865,5385.0871091,10.504179950000001,1886.1512508,2991.0733649,5780.0,1.23,4.438,2459797.231728,287.57055,43.531709,14.2502,833.364,0
KP,2.6843081,2.7683352,18209.9206621,13.9748499,1288.4205473,651.2557496,5616.02,1.01895,4.4174,2459392.813554,292.855719,46.391188,13.814,758.753,2
KP,3.5256535,2.5111799,23882.7029386,12.1210086,946.6123519,189.762184,5003.05,0.783768,4.56877,2459420.667731,290.581743,40.577311,14.6147,686.284,2
PC,1.7590566,3.5349264,10499.9757194,20.9577864,2236.2766989,5910.4855015,6250.0,1.9992501,3.91912,2459767.611028,308.426581,87.009328,11.8931,621.061,1
PC,5.8929985,3.788,17850.0,16.0223,1198.0,342.766,6182.0,1.17,4.3753,2459915.163041,293.583219,76.661086,13.0024,686.482,1
CP,7.4463034,2.0033138,4045.7241785,2.4048644,392.8439471,5.6286114,3353.0,0.375859,4.84911,2459396.409578,270.317239,35.594899,11.2695,30.0346,2
PC,3.3792358,2.8993928,18782.5364499,13.059562,1137.3474484,395.4518688,5529.0,0.948617,4.47066,2459420.207144,284.280822,48.537916,13.8686,714.501,1
CP,17.9635083,4.4297958,1266.94519,3.2970197,561.3646044,23.4693523,5229.0,0.794471,4.55429,2458417.605025,64.183998,-26.766407,9.0567,57.3973,2
KP,4.0822894,3.2882557,16484.9762858,10.504179950000001,1140.4445133,399.7768506,5780.0,1.23,4.438,2459391.084226,284.830443,44.658093,14.6979,1071.8,2
PC,4.3745757,4.8649118,8101.7247421,18.8478934,1831.5756099,2659.6250101,7305.0,1.99827,4.05424,2459391.449451,276.123535,32.065393,11.0477,627.308,1
PC,4.0434287,3.388,8960.0,16.7752,1494.0,827.311,6557.0,1.75,4.08473,2459910.394832,88.754704,82.889011,13.4835,1435.21,1
CP,1.8498567,2.518276,195.4102498,1.7193265,1499.3048942,1194.2103654,5834.0,1.0173301,4.44433,2459415.15198,274.268664,21.909546,7.9147,56.0739,2
PC,10.3088724,2.2763645,372.3295802,2.2122841,845.6661185,120.8695,5834.0,1.0173301,4.44433,2459393.257825,274.268664,21.909546,7.9147,56.0739,1
PC,5.2410659,3.0113696,8947.1015296,12.4231453,1223.0165958,528.7500273,6064.0,1.28562,4.27292,2459423.780179,285.971768,42.545624,13.5728,989.963,1
KP,4.2253498,2.7695297,7240.8152367,8.8893197,1097.038628,342.3014046,5501.0,1.03122,4.39363,2459394.539688,287.130578,42.350153,13.4584,630.785,2
KP,2.4552388,1.7323271,44130.1605859,12.9928631,756.7539667,77.5068035,3792.0,0.614823,4.63873,2459420.803667,292.872929,41.064173,14.9826,381.949,2
PC,4.1596197,2.4127131,17837.7774982,9.3574411,749.515043,74.5834411,4230.0,0.711036,4.55383,2459392.183721,172.872285,71.081486,13.5868,268.37,1
KP,1.0186989,1.4947875,91558.6353269,10.504179950000001,1811.45189,2544.6509492,5780.0,1.23,4.438,2459769.924018,293.732783,36.815494,14.956,370.553,2
PC,2.7519172,1.329,9811.0,13.4019,1186.0,328.515,5856.0,1.28,4.25,2460338.433851,278.326026,25.395158,10.3446,213.604,1
PC,0.7649571,1.094,1900.0,12.9538,2971.0,12939.9,6307.9,1.65,3.97,2459199.549231,77.323576,-36.591034,9.1577,176.617,1
PC,10.6925011,3.491,1200.0,4.01292,865.0,93.3426,5844.0,1.15,4.34318,2459759.877559,306.137819,87.071156,10.5801,210.858,1
PC,8.8517354,4.3401879,1034.8661285,3.6624912,947.2477653,190.2722086,6138.0,1.07689,4.43818,2459778.550072,274.760444,34.045704,8.5608,87.8966,1
PC,3.4149091,2.7231879,13219.6475165,13.9171881,1228.3213942,537.9836369,5480.0,1.13032,4.31394,2459911.846148,270.165725,72.939501,13.5167,718.574,1
FP,2.9985667,3.025166,28040.9068572,17.8036847,1333.854734,748.0922226,6126.0,1.04172,4.46702,2459772.753949,289.839513,56.93037,13.7703,880.941,0
KP,3.1208396,2.405278,17027.4064902,16.2108254,1332.2108185,744.4110758,5983.0,1.09921,4.3973,2459422.76782,282.966215,48.345055,14.3168,1145.28,2
KP,1.5449334,1.1043459,4941.8700913,10.7011777,1991.4697226,3717.1991885,6136.25,1.4874001,4.15767,2459420.580429,294.192119,39.618973,12.8939,822.96,2
KP,4.9427985,3.3153828,11349.4838661,15.3204961,1187.1118303,469.3399619,5550.93,1.32567,4.18442,2459422.773399,296.200551,49.14003,13.2394,739.412,2
KP,3.2175184,1.8986264,12691.8036893,10.5529773,1136.2956303,393.9910424,5549.0,0.912927,4.50842,2459770.385346,289.434667,49.473455,14.3258,843.695,2
PC,3.939371,5.8132051,4051.5089426,13.6344163,1703.4303761,1989.8418083,5904.4,2.0955601,3.84,2459392.576251,252.125998,74.76375,11.0672,505.432,1
PC,5.7475343,1.846,11890.0,6.43097,528.0,12.9407,3750.0,0.58,4.67041,2459840.458684,251.827318,67.298053,14.3668,254.968,1
PC,28.6648749,5.395,1025.0,3.15161,917.0,117.442,4818.0,0.69,4.65,2460437.031199,19.91003,85.13439,10.3859,82.2168,1
FP,3.7006742,3.115,840.0,2.61277,1714.0,1434.65,5025.0,0.79,4.56,2459761.942759,279.146891,16.45244,10.4787,106.424,0
CP,4.9133022,5.159,2040.0,9.33912,1566.0,999.403,5918.0,2.06,3.84,2459789.419251,274.669941,36.254856,10.445,368.922,2
CP,2.88069,1.784,10380.0,22.4297,1421.0,678.487,5541.0,1.09,4.36,2459766.955834,279.358129,18.729952,10.4673,173.117,2
PC,8.0379975,3.287,320.0,7.65886,841.0,83.2088,5022.0,5.14,4.33418,2459602.566546,113.133261,75.789688,9.12551,360.444,1
CP,4.1164112500000005,12.002,13520.0,11.62,941.0,130.528,5557.0,0.99,4.44,2459395.124979,276.134031,15.841886,9.85277,121.139,2
KP,5.0141991,4.5606871,6026.126007,13.4911728,1511.3642562,1233.0979889,6669.0,1.69675,4.12805,2459799.901292,299.097517,43.497585,13.3926,1249.41,2
KP,7.7942155,0.9710311,2950.7357104,4.9169842,829.914194,112.1124314,5461.54,0.897403,4.50982,2459420.812052,285.268528,48.559884,11.8933,268.041,2
PC,2.7708596,2.17,22640.0,12.2577,1058.0,208.594,4975.0,0.79,4.55845,2459848.554322,260.575023,72.645373,13.2847,375.517,1
PC,7.014001,2.9681334,1646.6732684,3.6528621,752.2846294,75.6935339,4975.0,0.789304,4.55845,2459424.229778,260.575023,72.645373,13.2847,375.517,1
KP,2.6634154,1.8429688,37522.94895,13.6857367,832.6796495,113.6142497,4051.0,0.701369,4.54826,2459421.462837,299.050641,17.569963,14.1959,305.3,2
KP,2.2185748,1.8233621,25854.2144559,13.3010355,1101.6954166,348.1506195,5023.0,0.776484,4.58,2459770.410421,300.182122,22.709776,6.8481,19.7638,2
KP,3.2432488,3.0748441,17481.8216448,14.5800064,1278.4960939,631.4204214,5778.0,1.09304,4.37783,2459422.907793,294.996342,50.470046,14.4394,1140.95,2
KP,8.6004516,8.950521,3575.6614227,14.548121,1382.3219455,862.8947232,6011.95,2.3108399,3.75585,2459422.501343,292.287301,43.197254,13.1981,1418.77,2
KP,3.7970076,2.5256778,16421.7314916,11.7557579,980.0208686,218.0029128,5211.36,0.832631,4.54655,2459420.412953,290.357978,40.567697,14.148,646.647,2
KP,3.3119026,1.181072,7620.7493837,10.9625327,1198.2496832,487.2033805,5355.0,1.09206,4.33005,2459422.509996,298.62498,48.57745,13.692,698.646,2
KP,3.578757,3.1806502,11391.7385882,12.1416042,1171.9596007,445.8323379,5482.59,1.06062,4.36922,2459422.607769,289.607943,44.345435,13.4231,639.411,2
KP,1.5947535,1.94145,15065.2565497,14.3739674,1652.2561498,1761.2885419,5703.0,1.15986,4.31786,2459421.077646,285.213819,39.027466,15.0236,1490.94,2
FP,7.8127906,6.304,8120.0,22.0599,1874.0,2051.05,8451.0,2.38,4.00707,2459813.939921,309.461444,37.155939,11.7018,782.732,0
PC,2.7586362,2.868,4240.0,7.78435,1475.0,787.087,5774.0,1.17,4.32015,2459819.787515,303.549181,54.694405,11.4682,296.293,1
CP,1.1589013,1.1688702,3470.6759302,2.6829722,781.5723494,88.1856149,3449.0,0.427389,4.80176,2459797.406342,316.096939,24.653674,12.9374,80.6532,2
CP,0.8820624,0.5759672,11755.4509288,8.3888941,1428.2525761,983.4245957,4669.0,0.782888,4.52,2458438.402842,75.795382,-30.399461,13.1686,308.262,2
KP,3.8493846,2.6908269,1372.2876678,16.8088001,2306.6027861,6689.7863925,5843.47,3.9119101,3.27448,2459771.442186,294.356556,38.947342,11.0418,788.238,2
CP,0.9263237,0.81,952.0,1.67823,1162.0,303.547,3573.0,0.43,4.80376,2460559.015552,311.2697,44.500235,8.72762,12.0445,2
KP,2.8164979,2.6896665,19270.727034,14.4894174,1229.1274806,539.3972356,5413.0,1.0130399,4.39994,2459772.312716,297.015464,49.225299,14.4889,939.744,2
KP,1.752217,2.1714375,77630.4124578,20.3177656,1045.4454298,282.3101387,4355.0,0.740712,4.53128,2459420.283409,297.790921,16.912568,15.1403,565.541,2
PC,2.6890703,2.1209962,38330.4094984,15.2271225,1012.661107,248.5292583,4844.0,0.785703,4.54518,2459420.963218,296.683099,42.967882,15.0893,734.772,1
KP,7.3405675,3.2557004,11139.7005929,16.7317044,1124.6340774,378.0645504,5828.81,1.4372801,4.14418,2459423.155978,293.092528,41.35551,13.9154,1177.55,2
KP,2.6915408,3.986,7265.0,17.4501,2267.0,4392.03,6955.0,1.96,4.04,2460558.071975,305.441329,26.692676,9.93225,350.351,2
PC,3.9540617,3.869,5820.0,13.1238,1477.0,792.078,5773.0,1.69,4.03,2459818.051018,306.422081,45.971031,11.4923,479.145,1
KP,4.45417,2.27143,21409.0524466,13.8017218,997.225629,233.7193811,5353.54,0.922087,4.47701,2459798.529256,299.905917,45.43961,14.3945,751.776,2
